id,Publish Time,Last Update Time,Category,Author,Discription,Text
228537,2018-08-28T20:35:00+08:00,2018-08-28T21:02:03+08:00,世界說,王燕婷,日本千葉縣銚子市一間水族館因為遊客減少，被迫在2018年1月閉館。惟水族館內的動物，包括海豚、企鵝等仍然滯留館內。雖然這些動物有人定期餵食，但狀況不太樂觀，當地保育組織要求盡快幫牠們尋找新家。想了解更多，請即點擊片段。,
228536,2018-08-28T19:09:00+08:00,2018-08-28T19:11:21+08:00,社會新聞,鄺曉斌,教育局局長楊潤雄今日（28日）到訪油尖旺區，了解非華語學童在幼稚園的學習情況及區內的歷史建築物活化計劃。楊潤雄在Facebook表示，幼稚園善用資源及教學法，協助幼童學好中英文及融入社區生活。楊潤雄在探訪期間，與學生一同玩乘搭巴士遊戲，更充當「巴士司機」，接載他們「暢遊社區」。,"楊潤雄今日探訪位於油麻地窩打老道的西太平洋幼稚園，該校超過九成的學童來自非華語家庭。他聽取校方簡介學校對非華語學童的支援，以及家長對教育服務的意見，並實地了解學生的學習活動。,該幼稚園採用雙班主任制，課堂由少數族裔英語教師及本地幼稚園教師共同授課，並實施雙語教學，以提升學生的中英文能力。老師亦活用情境教學，協助學童在愉快的氣氛下認識及融入社區生活。在訪校期間，楊潤雄應邀參與乘搭巴士遊戲，扮演巴士司機，接載學童展開一段巴士旅程，與他們一同享受體驗學習的樂趣。,楊潤雄感謝該幼稚園致力為非華語學童提供全面的支援。他說，政府在2018至2019年度《財政預算案》預留了5億元，以提升對少數族裔人士支援服務，包括加強支援非華語學生學習中文，以及就業及培訓機會等，協助他們融入社會，一展所長。,教育局表示，在優質幼稚園教育政策下，當局已加強教師培訓課程和校本專業支援，以提升幼稚園對非華語學生的服務。此外，取錄8名或以上非華語學生的幼稚園亦可獲額外撥款，用於相關支援措施，包括聘請額外教師。"
228533,2018-08-28T19:26:00+08:00,2018-08-28T19:26:41+08:00,形而,劉力田,現在的拍賣品單已不限於看得見、摸得到的實物，自數年前的服務拍賣、體驗拍賣後，蘇富比將首次以「藝術概念」作為拍品上拍。到底是什麼回事？,"中國當代藝術家徐震於2016年創作《徐震超市》，作品重現一間中國便利商店的配置，裡面所有物品均是現實存在的大陸品牌，但產品本身卻只剩包裝，不含任何內容物，人們仍然可用產品原價購買這些「包裝」，藝術家以此諷刺消費主義和全球資本主義。但能否稱其為純粹藝術作品呢？《徐震超市》曾在上海、倫敦等地「正式開業」，吸引民眾入內購物，在店內有真金白銀的交易，所以真要說的話，可以是具藝術觀念的商店，或是套在商店上的藝術觀念。,需要注意的是，《徐震超市》此作品本體不是商店，而是這種商店的概念。一種只有包裝、沒有實用物的店，當人們走進去、並對著這批單有外觀的空殼而進行「消費」或「不消費」的決定時，已經反思了一次既有的消費概念。順帶一提，為了淘空內容物而付出的成本高於商品本身售價，換言之即使賣出了產品仍是蝕本的。,《徐震超市》將於9月30日蘇富比「當代藝術晚拍」上拍，估價90萬至150萬港元。作品將以實體商店形式在蘇富比秋拍預展上呈現，於上海（9月1至2日）、北京（9月4至5日）及香港（9月28日至30日）公開展出，並開放予公眾參與。部分拍賣收益將捐贈予中國重慶非盈利獨立藝術組織「器空間」，以支持新晉及實驗多媒體藝術家。可惜香港預展《徐震超市》的商品不設售賣，若要體驗貼錢買包裝，只能飛到上海和北京體會。,說了這麼久，究竟買家實際會拿到手中的是什麼呢？其實是一份由徐震簽署的證書，授予買家重建及實施《徐震超市》的專有權，當然，還有「觀念」。"
228532,2018-08-28T18:48:00+08:00,2018-08-28T19:07:27+08:00,社會新聞,李家偉,沉寂兩天的本地登革熱疫情，今日（28日）再加一宗新個案。據消息指，新增個案患者為一名47歲婦人，現已出院，患者居住在黃大仙，曾到訪獅子山公園。若加上最新個案，現時累計登革熱個案已達27宗。,"在傳病媒介疾病科學委員會會上，衞生防護中心和食物環境衞生署代表向委員介紹政府就應對近日登革熱爆發所採取的防控措施。委員重申確診病人在發燒期間隔離於沒有蚊子的環境至為重要，以防止登革熱病毒可能傳給蚊子。此外，委員認同於目前這關鍵時刻實施及時和密集的防蚊滅蚊行動，能有效防止登革熱進一步傳播。,根據衞生防護中心的流行病學調查，目前已確定兩個感染源頭，分別為獅子山公園及長洲。衞生署衞生防護中心總監黃加慶表示，全港市民採用措施以預防登革熱的二次傳播和防止蚊患亦同樣重要。,黃加慶又稱，研究顯示沒有病徵或尚未出現病徵的感染者如果被蚊叮咬，也有機會把登革熱病毒傳給蚊子，繼而造成進一步傳播。他呼籲曾前往獅子山公園的市民，應在最後前往當天起計14日內使用昆蟲驅避劑作為防蚊措施，如出現登革熱病徵就更應盡早求醫。同時，居於或到訪長洲的人士，亦應於逗留期間使用昆蟲驅避劑，並於最後逗留當天起計14日內繼續使用，以預防感染及二次傳播。"
228531,2018-08-28T19:03:00+08:00,2018-08-28T19:27:50+08:00,周報,"林嘉淇,趙鍾維,林可欣,劉育辰",「土地大辯論」公眾諮詢進入尾聲，但各界討論大多集中於各執一詞的「如何覓地」，而非更加關鍵的「如何用地」，即對土地分配仍然缺乏規劃和願景。," ,【城規三部曲．深圳】載於126期《香港01》周報（2018年8月27日）,【城規三部曲．上海】載於第125期《香港01》周報（2018年8月20日）。,【城規三部曲．新加坡】載於第124期《香港01》周報（2018年8月13日）。,《香港01》周報，各大書報攤及便利店有售。你亦可,訂閱周報，閱讀更多深度報道。"
228530,2018-08-28T20:20:00+08:00,2018-08-28T20:20:47+08:00,政情,彭毅詩,澳門政府昨天公布設立維護國家安全委員會，負責執行統籌維護國家安全事務，特首林鄭月娥今日（28日）出席行政會議前，被問及香港會否設類似架構，指香港與澳門情況不同，但稱對《基本法》23條立法有不可迴避的責任，又說「有些工作在進行當中」，令人聯想到港府是否已就23立法展開工作。,"澳門政府昨天公布設立維護國家安全委員會，林鄭見記者時被問及任內會否仿效，她回應稱，澳門的情況跟香港不盡相同，澳門在2009年已通過《維護國家安全法》，而香港則連這步也未走。她又主動提及23條立法，說：「但我的立場是清晰的，這個工作是不能迴避，任何特首、特區政府或者政府官員，對於維護國家安全、領土完整，我們有不可推卸的責任，亦有些工作現正在進行。」,陳國基向《香港01》澄清，林鄭所講的「亦有些工作現正在進行」，並非指23條立法，而是維護國家安全，亦即研究取締民族黨的工作。陳重申，23條立法是憲制責任，故是特區政府必需要做的事，當局會視乎社會氣氛，在適當時機展開立法工作。對於建制派近期不斷有聲音要求為23條立法，陳國基指特已聽到有關意見。,至於十月《施政報告》會否交代23條的立法安排，陳國基稱：「《施政報告》都未寫。」,自外國記者會邀請香港民族黨召集人陳浩天演講後，建制派頻頻要求為23條立法，近30名港區全國人大代表及全國政協今日就《施政報告》會見林鄭月娥，有份出席的行政會議成員葉國謙指，他於會上提出香港面對民族黨等團體倡議港獨，不斷挑戰國家安全，港府需要就23條立法，但要先讓市民認識23條必要性及在社會多作討論，做好解說工作。,全國人大代表陳曼琪亦指，因應港獨勢力，相信很多巿民期望政府開展為23條立法的討論，特首應適時及定期向市民交代23條的立法進度，又指「若23條立法時間表只存於她個人心中，影響市民對特首打擊港獨決心的看法。」"
228529,2018-08-28T20:35:00+08:00,2018-08-28T20:35:08+08:00,金融市場,鄭寶生,,"馬來西亞總理馬哈迪早前表示，會禁止外國人購買碧桂園（2007）森林城市項目，但相關說法並未成為法律。不過，該國政府稱，將會成立委員會，來審查這項1,000億美元（約7,800億港元）發展項目。,馬來西亞房屋及與地力政府部部長Zuraida Kamaruddin指出，馬哈迪的言論並未成為法令：「我們將會組建一個委員會，來研究及審查之前同意過的條款。」,他續稱：「我們將與所有參與進來的機構，以及該項目的開發商一起商討，之後我們會找出最佳解決方案。」,《星洲日報》旗下地區報章《大柔佛》走訪森林城市銷售中心，發現睇樓情況未受到馬哈迪言論影響，繼續有不少外國人到場睇樓。,據了解，森林城市平均每日接待10組外國睇樓團，最多曾接待20組，每組約40人。睇樓客以中國人為主，亦有新加坡、印尼、越南、泰國、韓國及日本的買家，但比例較小。,部份睇樓客向銷售中心查詢時，對方亦大派定心丸，表示公司運作一切正常，暫時未見大規模退屋潮。"
228528,2018-08-28T19:04:00+08:00,2018-08-28T20:17:23+08:00,世界說,王燕婷,在印度加爾各答（Kolkata）的紅燈區，不少性工作者連同她們的子女經常受到歧視。當地一個專為性工作者爭取權益的組織，為她們的女兒建立一支女子足球隊，希望這班女孩透過足球踢走不安、偏見。想了解更多，請即點擊片段。,
228527,2018-08-28T19:38:00+08:00,2018-08-28T19:38:27+08:00,職場,曾凱茵,眾所周知香港打工仔熱愛旅行，那大家又最常在甚麼時候搵機票酒店呢？相信都會在辦公期間吧？事實上你不是唯一一個，旅遊搜尋引擎KAYAK便發表有關香港人旅遊搜尋習慣的數據，發現近五成打工仔都喜歡在平日辦公時段內搜尋旅遊產品。,"根據KAYAK平台數據顯示，51%香港人會在正常辦公時段內（即星期一至五、上午九時至下午六時）搜尋旅遊產品；高峰時段為下午1至3點，旅遊搜尋量平均可佔全日的17%。KAYAK認為，或許因為「旅遊」是同事之間茶餘飯後的熱門話題，所以午餐後回到座位要做的第一件事就是查看有沒有特價/便宜機票。, KAYAK香港地區經理黃詩俊認為數據清晰反映了港人熱愛旅行的習慣，表示：「工作難免有壓力，所以忙裏偷閒看一下機票當作『充電』也是能夠理解的。大部分人即使身處辦公室，仍然悄悄地搜尋、計劃旅程。」他還補充：「有趣的是，數據亦反映了有三分之一的旅遊搜尋在平日正常放工時間（下午6時）從桌面轉換到行動裝置上。」,至於最受港人歡迎的旅遊地點，KAYAK數據顯示台北、曼谷和大阪是首三位，港人長期搜尋香港來回這數個目的地的機票價格。頭十大熱門搜尋旅遊目的地（平日辦公時段內）的第四至十位依序是東京、首爾、新加坡、倫敦、沖繩、布吉及上海。早前酒店預訂平台Booking也發有類似數據，指港人最喜歡的短途地點分別是台北、東京、澳門、大阪及深圳。"
228526,2018-08-28T21:00:00+08:00,2018-08-28T19:23:50+08:00,政壇核心外圍,張子傑,阿根廷前總統克里斯蒂娜（Cristina Fernández de Kirchner）捲入貪污醜聞，當地參議院表決通過對她的物業進行搜查，警方周日（26日）在位於聖克魯斯省（Santa Cruz）的大宅內發現一個秘密儲藏空間，裏面藏有政敵及主導今次調查的法官資料。,"一名在克里斯蒂娜執政時代任職的政府司機，他所寫的筆記簿內容在8月初遭當地傳媒披露，內容提到他曾經負責運送來自建築公司的賄款給高層官員，以換取獲得工程合約。聯邦法官博納迪奧（Claudio Bonadio）向參議院提出搜查克里斯蒂娜物業的申請，而現職是參議員的克里斯蒂娜亦投下贊成票，強調自己清白。,執法部門分批搜查克里斯蒂娜位於首都布宜諾斯艾利斯及聖克魯斯省的住所，當中在聖克魯斯省的調查期間，警方發現一道以木板為掩飾的金屬門，及後入內搜查時雖沒搜出現金，但找到一批硬碟和資料夾，裏面載有包括博納迪奧在內的重要人物聯絡資料。,另外，克里斯蒂娜的律師周一（27日）於Facebook表示，指對方位於布宜諾斯艾利斯家中遭警方搜查後，清潔工人打掃時感到不適，包括頭暈、喉嚨痕癢及呼吸困難，聲明指他們可能接觸有毒物質，因此懷疑是政府企圖下毒。"
228522,2018-08-28T19:15:00+08:00,2018-08-28T19:08:22+08:00,地產樓市,張偉倫,,"由信和置業（0083）與市區重建區合作﹑位於深水埗嘉頓山的一號九龍道明日開售80伙，據市場消息指出，目前累計收票500張，較明日開售的80伙超額逾5倍。,一號九龍道合共提供100伙，單位實用面積介乎301至443平方呎，將於2020年11月底入伙。,信置在本月22日推出首批50伙，其中1房單位為40個，2房單位為10個，平均實用面積呎價為1.98萬元。其後加推30伙，當中14伙為1房單位，16伙為2房單位，折實呎價介乎1.84萬至2.29萬元。"
228519,2018-08-28T18:30:00+08:00,2018-08-28T18:30:44+08:00,社會新聞,鄺曉斌,王氏建港國際執行董事、藝人王賢誌於今年4月，正式上任東華三院主席一職。東華三院今日（28日）在旗下特殊學校群芳啟智學校舉行活動展示各項學生成就，王賢誌亦親身走訪各個攤位活動，其間不時舉起手機拍攝或動情況，並上載至其Instagram限時動態（IG Stories）。,"王賢誌表示，自己同時擁有三個社交網站帳戶或個人專頁，由於自己喜歡撰寫文章，因此該些專頁均是親自擔任「小編」，不時透過貼文宣傳東華三院的活動，亦銳意將社交媒體元素注入活動。,王賢誌在今日的活動期間，向出席人士宣傳明日（29）的東華三院賣旗日，而今日的賣旗活動將與社交媒體結合，市民在8月29日至9月2日期間，可以透過上載買旗後的自拍照到東華三院Facebook專頁或個人Instagram帳戶，並加入#tungwahflagday2018及#hellowong，便有機會獲得禮品。"
228512,2018-08-28T20:15:00+08:00,2018-08-28T19:56:41+08:00,即時娛樂,冼燕珊,常言道，高手在民間，尤其在這個人人都可以自己拍片的年段，就有更多高手現身，在內地知名短視頻APP「抖音」上，就綽號種菜哥的中年男子，因擅長模仿多位歌手唱歌而走紅，從四大天王劉德華、張學友、郭富城、黎明，到譚校長、周華健、王傑、高山青等，他抓住了各人的演唱神髓，甚至連周星馳的笑聲都模仿到位，非常厲害！,"種菜哥之所以名為種菜哥，因為他是一名農民，白天種菜，晚上就喜歡聽歌、錄歌，有網友說他是被種菜耽誤的優秀歌手。在種菜哥的短片裡，沒有華麗的錄音設備，有時更以漏風的蔬菜大棚作為背景，三個月前，他把自己新錄的幾個唱歌模仿短片上載到抖音，意外被推上首頁，不到一周的時間，他收獲了128萬粉絲。,這名男子叫姚步強，35歲，和父母、妻子、兒子住在常州的菜棚內，以鐵枝作架，以帆布擋風，棚內地上沒有用水泥鋪平，滿是泥土。種菜哥走紅之後，有人找他作商演，但他拒絕了，因為父親不喜歡他唱歌，怕他被騙，父親亦一直不贊同他這樣天天唱歌，覺得他不務正業，希望兒子花更多心思在種菜上面。"
228508,2018-08-28T21:03:00+08:00,2018-08-28T21:03:56+08:00,大國小事,江川,甘肅張掖七彩丹霞景區是著名旅遊區，而且亦有很高科學考察價值。,"今個月中，我們報道過甘肅張掖七彩丹霞景區，有一名女遊客翻過木欄，進入保護區拍照，行為極不文明，景區人員指女遊客踏過的地方表層脆弱，要60年才能恢復。,女遊客當然被網民鬧爆，但人類總是重複同樣的錯誤，兩個星期後，又有遊客闖入景區內的特級保護區，還拍攝片段放上網炫耀，片段中見到至少有三人闖入，其中拍片一人更指自己破壞了這裏的地貌，相信他們是明知故犯。,景區工作人員指，片段中地方屬特級保護區，不會開發，地貌資源更加珍貴。該地區一般遊客是不能進去的，正在調查他們是如何進入此區。工作人員又呼籲闖入的遊客盡快自首，並指會嚴肅教育他們。,（梨視頻）"
228507,2018-08-28T20:37:00+08:00,2018-08-28T19:33:45+08:00,即時國際,陳博悟,法國的布列塔尼海灣是知名旅遊點，旅客可選擇倘佯在山光水色之間，也可以暢泳消暑。不過，當地西北部城市朗德韋內克（Landévennec）的市長卻決定封閉海灘，原因竟然是一條處於發情期的雄性海豚。,"除了人類之外，動物中只有海豚是為會為了愉悅而發生行為，不過住在小鎮朗德韋內克（Landévennec）對出海面、名為「扎法爾」（Zafar）的海豚，似乎有點太貪玩了。,這條3米長的海豚經常在市內一處海灣，與泳客及兒童遊玩，當地人甚至為牠取了名字。風頭可謂一時無兩。不過「成名」看來無法撫慰這條遭遇性挫折的海豚。,部分海豚本來就對人好奇，扎法爾也不例外。牠起初會主動接近人類，或是躍出水面並接近帆船，後來就進展成碰撞及磨蹭泳客、皮艇及其他小船等，看似是想登船般。英國《電訊報》報道，扎法爾甚至想阻止泳客重返沙灘，牠甚至曾由吻部將女子頂起來，令她飛出水面。,朗德韋內克市長拉爾斯（Roger Lars）表示，這條海豚正處於發情期，有部分曾與牠互動的泳客受驚，甚至有一名女性曾被牠撞起。他稱擔心海豚對泳客構成危險，故決定關閉沙灘。,一名當地律師反對這種做法，指當地根本沒有發生過海豚傷人的事件，擔心這樣做會讓牠被標籤為危險的生物。,（衛報／電訊報）"
