Title,Publish date,Content,url
【沙中線工程問題】港鐵暫停會展站相關所有挖掘工程,"Fri, 10 Aug 2018 00:00:00  +0800",港鐵常務總監（車務及中國內地業務）金澤培今日傍晚見記者，宣布會暫停沙中線會展站相關所有挖掘工程，以獲取更多時間審閱相關紀錄，並會在確保安全下才考慮復工。他又承認，路政署已要求相關公司停工。《蘋果日報》今日報道，港鐵沙中線除土瓜灣站附近大範圍沉降外，會展站附近亦出現沉降。報道指，會展站地盤有14個監測點沉降幅度超標，最嚴重一處幅度更高達83毫米，超出25毫米警報水平逾兩倍。路政署表示，根據監測點讀取的數據，會展站多個監測點的沉降幅度超出最高水平，署方已要求港鐵立刻暫時停止相關監測點附近的挖掘工作。金澤培指，會展站所在的灣仔北屬填海地區，附近又有其他基建工程，故沉降「有機會比較顯著」，港鐵已決定暫停所有與該站相關的挖掘工程，並會就監測數據，繼續加強與相關部門及機構聯繫。至於土瓜灣站附近沉降問題，金澤培指，會與政府相關部門研究對外通報機制，公布相關資料。若鐵路工程沿線居民對樓宇結構有疑問，可致電港鐵工程熱線2993 3333，港鐵會安排工程人員及承建商人員上門檢查、解釋及評估，有需要時交獨立公證行處理。金澤培並表示，土瓜灣站的主體結構及土木工程已大致完成，該站目前主要進行內部機電工程及裝修，該站附近的沉降，在過去一年亦「相對比較穩定及無乜變化」。金又重覆昨日所言，即鐵路工程項目安全及質量「是港鐵公司首要原則」，指公司在任何情況下，都會以保障公眾及工地工人安全為首要任務，「絕不會妥協」。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533896053759.js
【多圖：Emily Online】容海恩袁彌昌結婚　葉太被指是大媒人要飲「新抱茶」,"Fri, 10 Aug 2018 00:00:00  +0800",新民黨今日有大喜事，黨友容海恩（Eunice）及新民黨政策總裁袁彌昌（Derek）拉埋天窗，作為新民黨主席嘅葉劉淑儀當然好鬼開心，仲喺fb上載一對新人簽紙、斟茶嘅相片。葉太引述Eunice爆料話Derek原來為咗追求她先加入新民黨。葉太喺fb引述話，Derek致詞時先感謝外父外母，將一個如花似玉嘅乖女兒許配畀佢，然後多謝葉太，Derek話：「多謝葉太，她兩次改變了我的人生方向。」佢所指嘅「第一次」係加入新民黨，「第二次」係結識Eunice，佢話多年來都尋尋覓覓，如今成家立室，終於找到人生真正方向。另一幕令葉太印象深刻，係親眼見證Eunice向老爺奶奶斟「新抱茶」，其後在場眾人起哄話葉太係這頭婚事嘅「大媒人」，建議一對新人要向佢斟「新抱茶」，真係令佢受寵若驚，愧不敢當。 ,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533896563277.js
稍後驟雨增多　最高氣溫33度　周末狂風雷暴有雨,"Thu, 09 Aug 2018 00:00:00  +0800",天文台上午7時錄得氣溫29度，相對濕度79%。酷熱天氣警告現正生效。高空反氣旋正為中國東南部帶來大致良好天氣。同時，位於南海中部的廣闊低壓區正為該區帶來不穩定天氣。天文台預測，今日部分時間有陽光及酷熱，局部地區有驟雨，最高氣溫約33度，稍後驟雨增多，吹和緩至清勁偏東風；展望明日及周末期間天氣不穩定，有驟雨及狂風雷暴。上午5時，熱帶風暴「摩羯」集結在沖繩島之東南約880公里，預料向北移動，時速約12公里，橫過西北太平洋。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533770137951.js
稱沙中線造假事件之初未上任　湯家驊：馬時亨陳帆「罪不至死」,"Fri, 10 Aug 2018 00:00:00  +0800",港鐵沙中線被揭發連串施工造假醜聞，包括行政總裁梁國權在內的5名高層要提早退休或離職。近日有政黨及團體要求港鐵主席馬時亨，與運輸及房屋局長陳帆問責下台，行會成員湯家驊在社交網站發文，稱二人在鋼筋接駁涉造假事件發生之初仍未上任，故「理應罪不至死」。湯家驊在Facebook的帖文先指「香港政治生態怪異」，「有人老是想借挑起社會矛盾建立政治利益，但也要出師有名」。他認為，鋼筋事件發生於2015年，陳帆和馬時亨分別在2017年及2016年上任，加上馬時亨曾兩度請辭，港鐵相關高層亦一一離職，稱「陳局長與馬主席理應罪不至死」，惟有人仍要「人頭落地」、「誓不甘休」，慨嘆今天為官是「難上加難」。相關新聞：  ,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533894677535.js
首批年金認購金額比例不足5成　羅致光指市民仍對計劃感陌生,"Fri, 10 Aug 2018 00:00:00  +0800",特區當局首批香港年金計劃，最後接獲9410宗申請，總認購額約49.4億元，以今次年金發行上限為100億元計，認購金額比例不足5成。勞工及福利局長羅致光回應稱，不少市民和長者對公共年金或其他工具作為退休生活規劃的一部分，普遍較為陌生。他表示，「香港年金計劃」首次推出，觀乎所錄得的認購總額和大部分參與者的認購水平，強調計劃確為更多長者提供了多一個退休保障的選擇。政府亦會密切留意，公共年金計劃第一階段後，當中有多少名參與者，日後因此而可申領普通長者生活津貼或是高額長者生活津貼。他續指政府於2017年公布的《安老服務計劃方案》其中一個建議，是「應加強推廣退休生活規劃，讓退休人士早日為其退休生活作出安排，長者地區中心和長者鄰舍中心可提供更多有關退休生活規劃的項目」，指出計劃是配合現行安老政策。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533894914905.js
德國駐港總領事館「每週一字」教「揭露」　所指何事？,"Fri, 10 Aug 2018 00:00:00  +0800",德國駐港總領事館每個星期都會在facebook教網民德文詞語，今日教的是「揭露」（enthüllen），再附上一張穿著西裝的男子長出一個木偶鼻子的圖片，加上例句「真相終被揭露了」（Endlich wird die Wahrheit enthüllen），令不少網民聯想起港鐵沙中綫的工程問題，爆出連串施工與圖則不符、多處沉降，但沒有就問題通報相關機構等。德國駐港領事館的「每週一字」帖文，經常被視為緊貼香港社會政治議題，亦有人認為它善於「抽水」。帖文半小時已獲近200個Like，有網民在帖文留言指，「嘩，你地抽水抽得咁應，唔爭在教埋我地點講『無理被拒入境』啦」、「好多單喎，講緊邊單先？」,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533896664801.js
【短片】TVB藝人余德丞踢波暈倒入ICU　經理人﹕情況穩定　,"Thu, 09 Aug 2018 00:00:00  +0800",TVB藝人余德丞昨晚10時左右，於西營盤中山紀念公園球場，踢波期間暈倒，送往瑪麗醫院深切治療部留醫，情況危殆。余德丞親友、經理人及藝人蔡思貝凌晨前來探望。余德丞TVB經理人凌晨4時回應指，多謝大家關心，現時余留院觀察當中，情況穩定。事發在昨晚10時許，於西營盤東邊街中山紀念公園球場，余德丞與友人在球場踢波，其間感不適到場外一張長椅休息，之後暈倒。其友人發現後報警。救護員到場後將他送往瑪麗醫院搶救。警方經初步調查後認爲事件無可疑，列作有人暈倒案。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533777032519.js
【侍產假一日都不應有？】張宇人批勞方「買豬骨要加豬肉」：壓垮駱駝的最後一根稻草,"Thu, 09 Aug 2018 00:00:00  +0800",政府建議將法定侍產假增至5日，但身兼行會成員的自由黨主席張宇人，早前接受傳媒訪問時語出驚人，直指「侍產假一日都唔應該有」，更反問「以前我哋無侍產假又如何？以前我哋太太無產假又如何？」其惹火言論引起不少批評。張宇人今早與職工盟主席吳敏兒一同出席港台節目訪問時，便將侍產假比喻為「壓垮駱駝的最後一根稻草」。張宇人重申對增加法定侍產假有保留的立場，稱如今有能力負擔的公司其實已經有相關假期，不需要「下下立法」。他又指，勞方有人要「買豬骨要加豬肉」，立法會內亦有不少工會代表「出位」，無止境爭取將假期加上去，批評有關做法不可取。另外張宇人又稱，不少公司都以侍產假為福利，用以招聘員工，如立法便失去這吸引力。他更指有關政策對大企業影響甚少，而對中小微企影響甚大，因一眾勞工福利單一看成本不多，但一齊計算的話便會影響甚大，形容侍產假是「壓垮駱駝的最後一根稻草」，反問是否所有老闆要替政府鼓勵生育而找數。吳敏兒則表示，產假和侍產假必須並排，因家庭責任必須是父母雙方共同分擔，而且如產後有丈夫陪伴在側，可避免女性產後抑鬱，有助盡快重回社會。她又對張宇人的言論感到憤怒，並以過往強積金對沖為例，斥僱主才是無止境剝削勞工的一群。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533777233102.js
【短片】警灣仔掃黃拘16人,"Thu, 09 Aug 2018 00:00:00  +0800",警方昨日晚上約9時在灣仔進行掃黃行動，在區内一間樓上酒吧拘捕16人。灣仔警區刑事部及特別職務隊人員經調查後，昨晚約9時在區內展開代號「雷霆一八」(THUNDERBOLT 18)及「虎尾」(TIGERTAIL)的掃黃行動。警員喬裝顧客，在謝斐道百達大廈樓上一酒吧，搗破一個懷疑賣淫場所，拘捕一名涉嫌「管理賣淫場所」的42歲姓謝男子，及一名涉嫌「協助管理賣淫場所」的33歲外籍女子，另外8名持雙程證內地女子和6名持護照女子，年齡介乎29歲至45歲，涉嫌「違反逗留條件」被捕。所有被捕人士被通宵扣留調查。行動中，警方在該樓上酒吧檢獲一批證物，包括部分單據及現金。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533779688485.js
【沙中線工程問題】顧問團劉正光：將向陳帆提意見　指港鐵改圖則後較好　未知無入則原因,"Thu, 09 Aug 2018 00:00:00  +0800",港鐵沙中線紅磡站工程涉嫌造假事件，政府委派由3名前署長組成的顧問團進駐港鐵，加強工程管理。顧問團成員之一的土木工程署前署長劉正光表示，將主要就月台工程安全問題與重拾公眾對紅磡站信心方面，向運輸及房屋局長陳帆提供意見；但目前仍未召開首次會議，故未知執行細節。劉正光在商台節目指，顧問團不是港鐵團隊，而是獨立檢視問題。權限方面，他相信顧問團不會坐等港鐵一方給資料，而有關結構安全等意見最終將給予陳帆。對於特首林鄭月娥稱，顧問團將進入港鐵協助審核和加強沙中線工程管理，他指，在審核上顧問團「沒有理由做港鐵人士（負責）的事」，形容只是通過「港鐵的渠道講」。他說，在施工中有更改是無法避免，而合約亦有表明作出大小更改的處理程序；但在看相關報道後，認為更改圖則後較原先好，未知港鐵未向屋宇署入則的原因。他認為，涉事螺絲頭數目大，相信不是「小更改」（minor change）。他重申，現主張在有問題施工地方鑿開石屎，「睇到先係真」，將觀察且親手「摸下」鋼鐵接駁位置等。相關新聞：,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533777078240.js
兩名香港小學女教師澳洲車禍身亡　校長：為教職員提供輔導,"Thu, 09 Aug 2018 00:00:00  +0800",兩名香港小學女教師上周四（2日）在澳洲珀斯（Perth）不幸遇上車禍身亡。事發當日下午約2時50分，2名分別54歲及59歲女子，乘坐男親友的私家車往珀斯以北傑拉爾頓市（Geraldton），私家車在布蘭德公路（Brand Highway）往北行駛，在布徹路（Butcher Road）一個交叉路口附近，與一輛往南行駛的越野四驅車迎頭相撞，兩名香港女子當場身亡，53歲私家車男司機情況危殆，42歲四驅車男司機受傷。將軍澳港澳信義會小學證實，兩名死者為該校姓梁及姓謝的資深老師，二人暑假到澳洲遊玩。校長陳文燕表示，校方昨日已為學校教職員提供輔導，教育局亦有提供支援，另外，校方今早已發通告通知家長及學生有關事件，及向家長提供相關支援的資料，待9月開學，學校會再透過班主任課提供情緒支援給學生。陳校長又表示，女教師的家人已到當地處理身後事，校方會一直與其家人保持聯繫，提供協助。香港入境處獲悉事件後，已即時透過外交部駐港特派員公署及中國駐珀斯總領事館了解情況。入境處亦已主動聯絡當事人家屬，並按家屬的意願，提供適切可行的協助。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533779543342.js
警拘34歲女子　涉網上買賣嬰兒用品無貨交騙百人,"Thu, 09 Aug 2018 00:00:00  +0800",警方拘捕一名女子懷疑網上行騙。一名34歲女子，在fb聲稱以優惠價錢出售各類型嬰兒用品，包括奶粉尿片等，以及其他雜貨，惟最終沒有發貨女子涉以欺騙水段取得財產被捕。案件估計涉及80至100名受害人，涉款43000元。觀塘區調查隊第5隊主管甄皓妍指，被捕女子為本地人，報稱無業，主要在網上售賣嬰兒用品，包括奶粉尿片，以及八達通吊飾、健康飲品、即影即有相紙等。警方至今接獲43宗報案，涉及26名受害人，全為女姓，年齡界乎22至40歲，全部均在付款後收不到貨，涉款15000元左右。警方在其單位搜獲一部電腦、一個路由器、兩張銀行卡、一個銀行密碼器、一封銀行信及一部手提電話，惟未有找到貨品，警方相信女子收款後未有與人交易。據了解，警方接獲最大額案件涉款2000多元，涉及買賣奶粉，該女子接受兩間銀行過數及payme收款。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533781063436.js
【Emily Online】食衛局前政助陳凱欣開fb專頁　譚志源、馮煒光齊撐場,"Thu, 09 Aug 2018 00:00:00  +0800",立法會九西補選將於11月25日舉行，政圈盛傳食物及衛生局前政治助理陳凱欣將代表建制派出戰。事件仍發展中，主角陳凱欣噚晚就開咗facebook專頁，一夜之間更獲多名建制派人讚好及分享撐場。噚日，曾表明有意參與補選嘅自由黨李梓敬喺fb宣布「大局面前」將不參與補選，若果陳凱欣決定出選，佢會全力支持喎。同一日，陳凱欣就自己開fb專頁，目前已有300人讚好，包括前政制及內地事務局長譚志源、勞工及福利局副局長徐英偉、政制及內地事務局政治助理吳璟儁、教育局政治助理施俊輝，仲有仲有，前新聞統籌專員馮煒光。當然，目前個fb未有大家最關心嘅答案：陳凱欣係咪會出選？佢自己嘅帖文寫，「這陣子很多朋友也問我忙什麼……答案就是整理書展後的工作在七天的書展活動，就如開了一個小型party，做了兩場新書推介會，再加各方好友來專誠來支持，因此一早下定決定，自己親自剪片，作一個小小的紀錄，終於『的』起心肝，剪好了……」大家唯有等多陣先啦。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533779615071.js
